Phrase,Sentiment,Processed_Content
the disjointed feel of a bunch of strung-together TV episodes .,0,'the disjointed feel bunch strung together tv episodes . '
"As it is , it 's too long and unfocused .",0,"`` , 's long focused . ''"
", it 's too long and unfocused .",0,"`` , 's long focused . ''"
it 's too long and unfocused .,0,`` 's long focused . ''
's too long and unfocused,0,`` 's long focused ''
too long and unfocused,0,'too long focused '
long and unfocused,0,'long focused '
further demonstrates just how far his storytelling skills have eroded .,0,'further demonstrates far storytelling skills eroded . '
demonstrates just how far his storytelling skills have eroded .,0,'demonstrates far storytelling skills eroded . '
his storytelling skills have eroded,0,'his storytelling skills eroded '
A cheap scam put together by some cynical creeps at Revolution Studios and Imagine Entertainment to make the suckers out there surrender $ 9 and 93 minutes of unrecoverable life .,0,' cheap scam put together cynical creep revolution studios imagine entertainment make sucker surrender $ 9 93 minutes unrecoverable life . '
A cheap scam,0,' cheap scam '
put together by some cynical creeps at Revolution Studios and Imagine Entertainment to make the suckers out there surrender $ 9 and 93 minutes of unrecoverable life,0,'put together cynical creep revolution studios imagine entertainment make sucker surrender $ 9 93 minutes unrecoverable life '
make the suckers out there surrender $ 9 and 93 minutes of unrecoverable life,0,'make sucker surrender $ 9 93 minutes unrecoverable life '
out there surrender $ 9 and 93 minutes of unrecoverable life,0,'out surrender $ 9 93 minutes unrecoverable life '
there surrender $ 9 and 93 minutes of unrecoverable life,0,'there surrender $ 9 93 minutes unrecoverable life '
93 minutes of unrecoverable life,0,'93 minutes unrecoverable life '
unrecoverable,0,'unrecoverable '
This one aims for the toilet and scores a direct hit .,0,'this one aims toilet scores direct hit . '
aims for the toilet and scores a direct hit,0,'aims toilet scores direct hit '
for the toilet and scores a direct hit,0,'for toilet scores direct hit '
"It 's the element of condescension , as the filmmakers look down on their working-class subjects from their lofty perch , that finally makes Sex With Strangers , which opens today in the New York metropolitan area , so distasteful .",0,"`` 's element condescension , filmmakers look working class subjects lofty perch , finally makes sex strangers , opens today new york metropolitan area , distasteful . ''"
"'s the element of condescension , as the filmmakers look down on their working-class subjects from their lofty perch , that finally makes Sex With Strangers , which opens today in the New York metropolitan area , so distasteful .",0,"`` 's element condescension , filmmakers look working class subjects lofty perch , finally makes sex strangers , opens today new york metropolitan area , distasteful . ''"
"'s the element of condescension , as the filmmakers look down on their working-class subjects from their lofty perch , that finally makes Sex With Strangers , which opens today in the New York metropolitan area , so distasteful",0,"`` 's element condescension , filmmakers look working class subjects lofty perch , finally makes sex strangers , opens today new york metropolitan area , distasteful ''"
"as the filmmakers look down on their working-class subjects from their lofty perch , that finally makes Sex With Strangers , which opens today in the New York metropolitan area , so distasteful",0,"'as filmmakers look working class subjects lofty perch , finally makes sex strangers , opens today new york metropolitan area , distasteful '"
"the filmmakers look down on their working-class subjects from their lofty perch , that finally makes Sex With Strangers , which opens today in the New York metropolitan area , so distasteful",0,"'the filmmakers look working class subjects lofty perch , finally makes sex strangers , opens today new york metropolitan area , distasteful '"
"that finally makes Sex With Strangers , which opens today in the New York metropolitan area , so distasteful",0,"'that finally makes sex strangers , opens today new york metropolitan area , distasteful '"
"finally makes Sex With Strangers , which opens today in the New York metropolitan area , so distasteful",0,"'finally makes sex strangers , opens today new york metropolitan area , distasteful '"
"Strangers , which opens today in the New York metropolitan area , so distasteful",0,"'strangers , opens today new york metropolitan area , distasteful '"
"opens today in the New York metropolitan area , so distasteful",0,"'opens today new york metropolitan area , distasteful '"
so distasteful,0,'so distasteful '
"is -RRB- a fascinating character , and deserves a better vehicle than this facetious smirk of a movie .",0,"'is rr fascinating character , deserves better vehicle factions mark movie . '"
deserves a better vehicle than this facetious smirk of a movie,0,'deserves better vehicle factions mark movie '
than this facetious smirk of a movie,0,'than factions mark movie '
its story was making no sense at all,0,'its story making sense '
"It desperately wants to be a wacky , screwball comedy , but the most screwy thing here is how so many talented people were convinced to waste their time .",0,"'it desperately wants wacky , screwball comedy , screw thing many talented people convinced waste time . '"
"It desperately wants to be a wacky , screwball comedy , but the most screwy thing here is how so many talented people were convinced to waste their time",0,"'it desperately wants wacky , screwball comedy , screw thing many talented people convinced waste time '"
here is how so many talented people were convinced to waste their time,0,'here many talented people convinced waste time '
is how so many talented people were convinced to waste their time,0,'is many talented people convinced waste time '
how so many talented people were convinced to waste their time,0,'how many talented people convinced waste time '
so many talented people were convinced to waste their time,0,'so many talented people convinced waste time '
's not nearly enough that 's right,0,`` 's nearly enough 's right ''
that there 's no plot in this Antonio Banderas-Lucy Liu faceoff,0,`` 's plot antonio banners lucy liu takeoff ''
there 's no plot in this Antonio Banderas-Lucy Liu faceoff,0,`` 's plot antonio banners lucy liu takeoff ''
no plot in this Antonio Banderas-Lucy Liu faceoff,0,'no plot antonio banners lucy liu takeoff '
"This movie feel more like a non-stop cry for attention , than an attempt at any kind of satisfying entertainment .",0,"'this movie feel like non stop cry attention , attempt kind satisfying entertainment . '"
"feel more like a non-stop cry for attention , than an attempt at any kind of satisfying entertainment",0,"'feel like non stop cry attention , attempt kind satisfying entertainment '"
"Not only is entry number twenty the worst of the Brosnan bunch , it 's one of the worst of the entire franchise .",0,"`` entry number twenty worst brennan bunch , 's one worst entire franchise . ''"
entry number twenty the worst of the Brosnan bunch,0,'entry number twenty worst brennan bunch '
", it 's one of the worst of the entire franchise .",0,"`` , 's one worst entire franchise . ''"
it 's one of the worst of the entire franchise .,0,`` 's one worst entire franchise . ''
's one of the worst of the entire franchise .,0,`` 's one worst entire franchise . ''
's one of the worst of the entire franchise,0,`` 's one worst entire franchise ''
of the worst of the entire franchise,0,'of worst entire franchise '
the worst of the entire franchise,0,'the worst entire franchise '
We never feel anything for these characters,0,'we never feel anything characters '
